dataset,series,K,L,scope,origin_start,N,phase,model_A,model_B,ambiguous_labels,geometry_status,pairwise_direction,joint_direction,higher_order_new,objective_tighter
beijing,Shunyi,72,3,origin_week,14304,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,14304,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,14304,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,14472,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,14472,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,14472,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,14640,168,AP1,constant,logistic,8,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,14640,168,AP1,constant,hist_gradient_boosting,8,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,14640,168,AP1,logistic,hist_gradient_boosting,8,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,14808,168,AP1,constant,logistic,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,14808,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,14808,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,14976,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,14976,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,14976,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15144,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15144,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15144,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15312,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15312,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15312,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15480,168,AP1,constant,logistic,22,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15480,168,AP1,constant,hist_gradient_boosting,22,PAIRWISE_EXACT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Shunyi,72,3,origin_week,15480,168,AP1,logistic,hist_gradient_boosting,22,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15648,168,AP1,constant,logistic,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15648,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15648,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15816,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,15816,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15816,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15984,168,AP1,constant,logistic,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15984,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,15984,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16152,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,16152,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,16152,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16320,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,16320,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,16320,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,16488,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,16488,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16488,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16656,168,AP1,constant,logistic,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16656,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16656,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,16824,168,AP1,constant,logistic,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16824,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16824,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16992,168,AP1,constant,logistic,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16992,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,16992,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,17160,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,17160,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,17160,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Shunyi,72,3,origin_week,17328,121,AP1,constant,logistic,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,17328,121,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Shunyi,72,3,origin_week,17328,121,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,annual,8760,8737,AP1,constant,logistic,389,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,annual,8760,8737,AP1,constant,hist_gradient_boosting,389,PAIRWISE_INSUFFICIENT,B,B,False,True
beijing,Tiantan,24,3,annual,8760,8737,AP1,logistic,hist_gradient_boosting,389,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,8760,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,8760,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,8760,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,8928,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,8928,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,8928,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9096,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9096,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9096,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9264,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9264,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9264,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,9432,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9432,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9432,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,9600,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9600,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9600,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9768,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9768,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9768,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9936,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9936,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,9936,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10104,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10104,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10104,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10272,168,AP1,constant,logistic,1,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10272,168,AP1,constant,hist_gradient_boosting,1,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10272,168,AP1,logistic,hist_gradient_boosting,1,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10440,168,AP1,constant,logistic,88,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,10440,168,AP1,constant,hist_gradient_boosting,88,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,True
beijing,Tiantan,24,3,origin_week,10440,168,AP1,logistic,hist_gradient_boosting,88,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,10608,168,AP1,constant,logistic,5,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10608,168,AP1,constant,hist_gradient_boosting,5,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10608,168,AP1,logistic,hist_gradient_boosting,5,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,10776,168,AP1,constant,logistic,17,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10776,168,AP1,constant,hist_gradient_boosting,17,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10776,168,AP1,logistic,hist_gradient_boosting,17,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10944,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10944,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,10944,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11112,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11112,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11112,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11280,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11280,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,11280,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,11448,168,AP1,constant,logistic,20,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11448,168,AP1,constant,hist_gradient_boosting,20,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11448,168,AP1,logistic,hist_gradient_boosting,20,PAIRWISE_EXACT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,11616,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11616,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11616,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,11784,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11784,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11784,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11952,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11952,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,11952,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12120,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12120,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12120,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12288,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12288,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12288,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12456,168,AP1,constant,logistic,21,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12456,168,AP1,constant,hist_gradient_boosting,21,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12456,168,AP1,logistic,hist_gradient_boosting,21,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12624,168,AP1,constant,logistic,10,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12624,168,AP1,constant,hist_gradient_boosting,10,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12624,168,AP1,logistic,hist_gradient_boosting,10,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12792,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12792,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12792,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12960,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12960,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,12960,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13128,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13128,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13128,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13296,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13296,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13296,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,13464,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13464,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13464,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13632,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13632,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,13632,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,13800,168,AP1,constant,logistic,6,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13800,168,AP1,constant,hist_gradient_boosting,6,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,13800,168,AP1,logistic,hist_gradient_boosting,6,PAIRWISE_INSUFFICIENT,A,A,False,False
beijing,Tiantan,24,3,origin_week,13968,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13968,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,13968,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,14136,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14136,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14136,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14304,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14304,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14304,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,14472,168,AP1,constant,logistic,23,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14472,168,AP1,constant,hist_gradient_boosting,23,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14472,168,AP1,logistic,hist_gradient_boosting,23,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,14640,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14640,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14640,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14808,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14808,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14808,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14976,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14976,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,14976,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,15144,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15144,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15144,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,15312,168,AP1,constant,logistic,56,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15312,168,AP1,constant,hist_gradient_boosting,56,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15312,168,AP1,logistic,hist_gradient_boosting,56,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,15480,168,AP1,constant,logistic,87,PAIRWISE_INSUFFICIENT,A,A,False,False
beijing,Tiantan,24,3,origin_week,15480,168,AP1,constant,hist_gradient_boosting,87,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,15480,168,AP1,logistic,hist_gradient_boosting,87,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15648,168,AP1,constant,logistic,55,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,15648,168,AP1,constant,hist_gradient_boosting,55,PAIRWISE_INSUFFICIENT,OPPOSITE_POSSIBLE,OPPOSITE_POSSIBLE,False,False
beijing,Tiantan,24,3,origin_week,15648,168,AP1,logistic,hist_gradient_boosting,55,PAIRWISE_INSUFFICIENT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15816,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15816,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15816,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15984,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15984,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,15984,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,16152,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,16152,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,16152,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
beijing,Tiantan,24,3,origin_week,16320,168,AP1,constant,logistic,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,16320,168,AP1,constant,hist_gradient_boosting,0,PAIRWISE_EXACT,B,B,False,False
beijing,Tiantan,24,3,origin_week,16320,168,AP1,logistic,hist_gradient_boosting,0,PAIRWISE_EXACT,A,A,False,False
